id_tableau,titre_tableau,source,code,produit,quantité,unité,2017,2018
12.02,Prix moyen à la consommation des ménages,ISTEEBU,933,Produits pour jardins,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,9331,Produits pour jardins,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93311010,Engrais chimique - NPK,1,Kg,1671,1840
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93311020,Engrais chimique - Urée,1,Kg,1763,1820
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93311030,Engrais chimique - DAP,1,Kg,1778,1814
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93311040,Engrais chimique -Kcl,1,Kg,1538,1666
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93311050,Vaccination et traitement des animaux (contre la rage),1,Service,4000,6085
12.02,Prix moyen à la consommation des ménages,ISTEEBU,93311060,Pot de fleur,1,Bouquet,"",28716
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94,Services récréatifs et culturels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,941,Services récréatifs et sportifs et services culturels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,9411,Services culturels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94111010,Abonnement à  des chaînes Télé ou radio (bouquet basic),1,Mois,15000,14271
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94111020,Services de photographe (développement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94111030,Services de photographe (développement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94111040,Album pour photo grand format 200 pauses,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94111050, Album pour photo petit format à  24 pauses;at,1,Unité,3104,3194
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94111060,Droit d'entrée au Stade de football: Championat international (Pourtour),1,Billet,"",615
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94111070,Droit d'entrée au Stade de football: Championat local (Pourtour),1,Billet,643,659
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94111080,Admission à  la piscine (une séance),1,Billet,2833,2929
12.02,Prix moyen à la consommation des ménages,ISTEEBU,94111090,Droit d'entrée dans une salle de vidéo des quartiers populaires,1,Billet,124,149
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95,Journaux,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,951,Livres,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,9511,Livres journaux et publications périodiques,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95111010,Livre de mathématique de 10 ème année,1,Unité,-,12791
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95111020,Livre de Français de 10 ème année,1,Unité,-,12575
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95111030,Journal le renouveau,1,Unité,-,1000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95111040,Journal UBUMWE,1,Unité,1200,943
12.02,Prix moyen à la consommation des ménages,ISTEEBU,954,Papeterie et matériel de dessin et imprimes divers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,9541,Papeterie et imprimes divers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95411010,Cahier de 48 feuilles quadrillé,1,Unité,523,537
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95411020,Cahier de 60 feuilles quadrillé,1,Unité,672,650
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95411030,Cahier de 100 feuilles quadrillé,1,Unité,990,989
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95412010,Stylos à  bille,1,Unité,381,402
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413010,Registre quadrillé,1,Unité,5045,5576
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413020,Reliure avec carton simple,1,Unité,1591,1671
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413030,Reliure avec carton et transparent,1,Unité,2063,1790
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413040,Rame de papier double A,1,Paquet,12606,13683
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413050,Enveloppes sac A4,1,Unité,799,348
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413060,Enveloppes par avion petite dimension,1,Unité,555,77
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413070,Crayons HB,1,Unité,479,180
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413080,Late en plastic transparent,1,Unité,743,546
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413090,Boîte mathématical,1,Boîte,1517,1570
12.02,Prix moyen à la consommation des ménages,ISTEEBU,95413100,Boîte de couleur petit format,1,Boîte,1395,1335
12.02,Prix moyen à la consommation des ménages,ISTEEBU,96,Forfaits touristiques,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,961,Forfaits touristiques,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,9611,Forfait et circuits touristiques composites,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,96111010,Voyage à  forfait (Pèlerinage à  la Mecque),1,Service,6429414,6429414
12.02,Prix moyen à la consommation des ménages,ISTEEBU,96111020,Tourisme à  l'intérieur du pays,1,Service,852,624
12.02,Prix moyen à la consommation des ménages,ISTEEBU,10,ENSEIGNEMENT,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,101,Enseignement pré-élémentaire et primaire,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1011,Enseignement pré-élémentaire et primaire,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,10111,Enseignement pré-élémentaire et primaire,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,101111010,Frais de scolarité jardin d' enfants maternelle publique,1,Trimestre;,8500,8 555
12.02,Prix moyen à la consommation des ménages,ISTEEBU,101111020,Frais de scolarité jardin d' enfants ou maternelle privée,1,Trimestre;,35948,43 494
12.02,Prix moyen à la consommation des ménages,ISTEEBU,101112010,Frais de scolarité dans une école primaire privée,1, Trimestre;,44708,47 948
12.02,Prix moyen à la consommation des ménages,ISTEEBU,102,Enseignement secondaire,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1021,Enseignement secondaire,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,10211,Enseignement secondaire,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,102111010,Frais de scolarité dans une école secondaire publique,1,Trimestre;,5266,7 125
12.02,Prix moyen à la consommation des ménages,ISTEEBU,102111020,Frais de scolarité dans une école secondaire privée,1,Trimestre;,50872,53 989
12.02,Prix moyen à la consommation des ménages,ISTEEBU,102112010,Frais de renforcement des élèves d'enseignement secondaire,1, Trimestre;,7130,8371
12.02,Prix moyen à la consommation des ménages,ISTEEBU,10,ENSEIGNEMENT,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,104,Enseignement supérieur,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1041,Enseignement supérieur,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,10411,Enseignement supérieur,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,104111010,Frais de scolarité dans le supérieur privée : Droit/Economie,1,Trimestre,101238,113538
12.02,Prix moyen à la consommation des ménages,ISTEEBU,104111020,Frais de scolarité dans le supérieur privée : Informatique,1,Trimestre,94663,135853
12.02,Prix moyen à la consommation des ménages,ISTEEBU,104112010,Frais de scolarité dans le supérieur privée ( Master) : Droit/Economie,1,Service,75000,75000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,105,Autre type d'enseignement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1051,Autre type d'enseignement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,10511,Enseignement non défini par niveau,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,103111010,Enseignement secondaire extrascolaire (Informatique),1,Heure,1859,1500
12.02,Prix moyen à la consommation des ménages,ISTEEBU,103111020,Enseignement secondaire extrascolaire (Anglais),1,Heure,-,649
12.02,Prix moyen à la consommation des ménages,ISTEEBU,11,RESTAURANTS ET HàTELS,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111,Services de restauration,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1111,Restaurants,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,11111,Restaurants et cafés,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111111010,Petit-dejeuner hors ménage: (agatoke),1,Service,1021,1110
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111111020,Petit-déjeuner hors ménage (sandwich simple +thé noir),1,Service,654,780
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111111031,Petit-déjeuner hors ménage (sandwich simple +thé au lait),1,Service,844,972
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111111040,Lait frais au cafèteriat,500,Millilitre,756,779
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111111050,Sandwich au cafétariat,100,Gr,365,445
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111111060,Tasse de thé noir,1,Tasse(s),239,252
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111111070,Tasse de thé au lait,1,Tasse(s),367,409
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111111080,Omlettes nature (2 oeufs),1,Service,1067,1167
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111112010,Repas (Haricot + Riz) dans un restaurant,1,Service,1026,1127
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111112020,Repas (Haricot + Banane ou pomme de terre) dans un restaurant,1,Service,1909,1120
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111112030,Repas (petit pois frais+ Banane ou pomme de terre) dans un restaurant,1,Service,2507,1621
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111112040,Repas (Pâte+viande) dans un restaurant,1,Service,1563,1678
12.02,Prix moyen à la consommation des ménages,ISTEEBU,11112,Bars,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111121010,Brochettes simple de viande de chèvre,1,Service,1960,1215
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111121020,Brochettes de viande de chèvre accompagné,1,Service,1877,1999
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111121030,Brochettes simple de viande de vache,1,Service,1347,1387
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111121040,Brochettes de viande de vache accompagné,1,Service,2030,2097
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111121050,Brochettes simple de poisson,1,Service,5673,5462
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111121060,Brochettes accompagné de poisson,1,Service,6696,7268
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111122010,Quart de poulet,1,Service,5482,5754
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111122020,Ragoût,1,Service,4883,5519
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111122030,Jaret,1,Service,4800,5439
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111122040,Mchopo,1,Service,2711,3397
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111123010,Bière Amstel Blonde 65 Cl dans un cabaret,65,Centilitre,1861,1881
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111123020,Bière Amstel Bock 33 Cl au cabaret,33,Centilitre,1307,1307
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111123030,Bière Primus 72 Cl au cabaret,72,Centilitre,1453,1542
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111123040,Bière Primus 50 Cl (AKABAJU) au cabaret,50,Centilitre,1156,1120
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111124010,Vin de banane INSONGO au cabaret,75,Centilitre,1186,1165
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111124020,Vin de banane RUGOMBO/URWARWA au cabaret,75,Centilitre,525,587
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111125010,Vin rouge au cabaret (Drosty 375 ml),375,Centilitre,11171,12487
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111125020,Vin blanc martini blanc (1l) au cabaret,1,Litre,21703,31038
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111125030,(whisky J&B au cabaret,1,Litre,41509,57415
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111125040,Vin de messe au cabaret,75,Centilitre,23429,27284
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111126010,Heineken 65 cl au cabaret,65,Centilitre,4713,4497
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111126020,Heineken 33 cl au cabaret,33,Centilitre,3332,3644
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111126030,Bièrre NYONGERA 72 Cl dans cabaret,72,Centilitre,1188,1160
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111126040,Bière de sorgho,75,Centilitre,397,451
12.02,Prix moyen à la consommation des ménages,ISTEEBU,111127010,Boissons gazeuse en bouteille en verre au cabarêt (Fanta),300,Millilitre,837,756
12.02,Prix moyen à la consommation des ménages,ISTEEBU,112,Services d'hébergement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1121,Hôtels et services d'hébergement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,11211,Hôtels et services d'hébergement,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,112111010,Chambre dans un hôtel international Capitale,1,Nuit(s),-,5589
12.02,Prix moyen à la consommation des ménages,ISTEEBU,112111020,Chambre dans un hôtel moyenne classe (lit simple),1,Nuit(s),11501,12758
12.02,Prix moyen à la consommation des ménages,ISTEEBU,112111030,Chambre dans un hôtel simple (sanitaire interne dans la chambre),1,Nuit(s),9205,9908
12.02,Prix moyen à la consommation des ménages,ISTEEBU,112111040,Chambre dans un hôtel simple (sanitaire externe de la chambre),1,Nuit(s),6192,6667
12.02,Prix moyen à la consommation des ménages,ISTEEBU,12,BIENS ET SERVICES DIVERS,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121,Soins corporels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1211,Salons de coiffure et instituts de soins et de beauté,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,12111,Salons de coiffure et instituts de soins et de beauté,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121111010,Coupe ordinaire pour homme,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121112010,Coupe ordinaire pour dame,1,Service,831,862
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121112020,Coupe carré pour dame,1,Service,2890,3119
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121112030,Coupe cheveux lisse pour dame,1,Service,1907,1962
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121112040,Coiffure lisse simple et lavage,1,Service,2647,2847
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121112050,Coiffure moderne et lavage,1,Service,6736,8054
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121112060,Coiffure sans lavage,1,Service,1991,2202
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121113010,Défrisage des cheveux (main d'oeuvre seulement),1,Service,3240,3223
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121113020,Défrisage des cheveux (produit+main d'oeuvre),1,Service,8107,8205
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121113030,Tresse natte,1,Service,8840,8758
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121113040,Tresse mèches longues,1,Service,11310,10973
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1213,Autres appareils electriques ou non et articles pour soins,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,12131,Appareils et articles pour soins corporels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121311010,Brosse à  dent: White dent,1,Unité,529,673
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121211020,Peigne à  cheveux lisses en plastic,1,Unité,671,764
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121211030,Peigne à  cheveux naturels en plasctic,1,Unité,476,499
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121311040,Coupe à  ongles,1,Unité,506,517
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121211050,Lame de rasoir TATRA,1,Unité,190,114
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121211060,Rasoir Bic,1,Unité,508,535
12.02,Prix moyen à la consommation des ménages,ISTEEBU,12132,Produits pour soins corporels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121321010,Pâte dentifrice Colgate (Herbal) 100ml,100,Millilitre,2870,3009
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121321020,Pâte dentifrice White dent 190g,190,Gr,2900,3118
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121330103,Pâte dentifrice Signal 120ml,120,Millilitre,3478,3971
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121322010,Lait de toilette local COPAR (Citron 500ml),500,Millilitre,5573,5942
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121322020,Lait de toilette importé (Revlon 600ml),600,Millilitre,8681,11091
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121322030,Lait de toilette importé Vasélyne (100 ml),100,Millilitre,4276,4125
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121322040,Movit (lait 260ml),260,Millilitre,2563,2514
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121323010,Familial savonor,200,Gr,1274,1443
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121323020,Shaza savonor,150,Gr,823,959
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121323030,Orissa savonor,100,Gr,632,696
12.02,Prix moyen à la consommation des ménages,ISTEEBU,12,BIENS ET SERVICES DIVERS,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,12132,Produits pour soins corporels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121323040,Savon de toilette GIV,80,Gr,661,701
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121323050,Savon de toilette Impérial,200,Gr,1704,1980
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121323060,Savon de toilette FA,100,Gr,1544,1905
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121323070,Savon médicinal local Muganga,85,Gr,588,667
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121323080,Dettol importé (savon),100,Gr,1355,1388
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121324010,Parfums pour Femme (innocence original),18,Millilitre,10359,11152
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121324020,Vernis simple 18ml,18,Millilitre,1345,1637
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121324030,Rouge à  lèvre,8,Gr,1306,1195
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121324040,Papier hygiénique de bonne qualité (blanc),1,Rouleau,763,905
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121324050,Papier hygiénique de moyenne qualité (rose),1,Rouleau,686,849
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121324060,Couches jetables Pamper's pour bébé de 3 a 6 kilos,1,Unité,660,660
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121324070,Poudre compact (fond de teint 17 gr),17,Gr,1140,1106
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121324080,Poudre blanc vestline,100,Gr,751,898
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121324090,Tampons hygiéniques (Cotex Feathers),1,Paquet,1981,2040
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123,Effets personnels n.c.a,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1231,Autres appareils et articles pour soins corporels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1231,1 Articles de bijouterie et d'horlogerie,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123111010,Boucles d'oreille (vis),1,Pair(e),2256,2292
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123111020,Bague en or (3 gr),1,Unité,69667,90000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123,Effets personnels n.c.a,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1232,Autres effets personnels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1232 1,Autres effets personnels,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123211010,Sacoche,1,Unité,21191,21699
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123211020,Valise à  roulette,1,Unité,40310,42781
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123211030,Valise simple,1,Unité,23069,28779
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123211040,Sac à  dos,1,Unité,13812,16547
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123212010,Parapluies droits,1,Unité,5456,6252
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123212020,Parapluies pliants,1,Unité,6297,7503
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123212030,Sac à  main en similicuir,1,Unité,15696,16713
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123212040,lunettes solaires pour femmes bas de gamme,1,Unité,3111,3273
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123212050,lunettes solaires pour homme bas de gamme,1,Unité,5675,3143
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123212060,Porte-monnaie en similicuir,1,Unité,2872,3188
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123212070,Cercueils ordinaire pour adulte,1,Unité,39502,41840
12.02,Prix moyen à la consommation des ménages,ISTEEBU,123212080,Cercueils ordinaire pour enfants (0 - 5 ans),1,Unité,19644,21320
12.02,Prix moyen à la consommation des ménages,ISTEEBU,124,Protection sociale et assurance,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1241,Protection sociale et assurances,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,12411,Protection sociale et autres assurances,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,124111010,Assurance automobile personnel affaire et promenade,1,Service,25181,23963
12.02,Prix moyen à la consommation des ménages,ISTEEBU,124111020,Assurance motocyclette affaire et promenade,1,Service,24738,23900
12.02,Prix moyen à la consommation des ménages,ISTEEBU,126,Services financiers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1261,Services financiers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,12611,Services financiers,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,126111010,Frais de tenu de compte (moyenne ECOBANK,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,126111020,Frais de transfert de 100 USD à  la WESTERN Union,1,Service,23390,18119
12.02,Prix moyen à la consommation des ménages,ISTEEBU,126111030,Frais d'achat de carte VISA,1,Service,56709,68865
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127,Autres services n.c.a,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,1271,Autres services n.c.a,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,12711,Frais d'autres services y compris frais de mouture,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127111010,Frais de moulin manioc,1,Service,48,68
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127111020,Frais de moulin maïs,1,Service,81,109
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112010,Frais d'un casier judiciaire,1,Service,1500,1214
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112020,Frais d'une attestation de nationalité,1,Service,714,825
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112030,Frais d'établissement d'un extrait de naissance,1,Service,968,1051
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112040,Frais d'établissement d'un extait de mariage,1,Service,1063,1057
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112050,Frais d'établissement d'Extrait d'acte de décès,1,Service,981,1037
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112060,Frais d'établissement d'une attestation d'état civil,1,Service,889,926
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112070,Frais d'établissement d'une attestation résidence,1,Service,1660,1546
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112080,Frais d'établissement d'une attestation d'identité complète,1,Service,878,920
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112090,Frais d'établissement de Passeport,1,Service,50000,235000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112100,Frais d'établissement d'un laissé passé pour l'EAC,1,Service,1000,13210
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112110,Frais d'établissement d'un laissé passé pour les Pays membres de la CEPGL,1,Service,-,11537
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112120,Frais de délivrance de Carte Nationale d'Identité,1,Service,506,503
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112130,Frais de notaire,1,Service,2000,2000
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112140,Frais de conservation de dépouille à  la morgue,1,Service,11028,11341
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112150,Frais d'annonce à  la radio (Communiqué de décès),1,Service,295,300
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112160,Frais d'annonce à  la télévision (Publicité),1,Service,-,21684
12.02,Prix moyen à la consommation des ménages,ISTEEBU,121321030,Pâte dentifrice Signal 120ml,120,Millilitre,3478,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111020,Acide acétylsalsilique comprimé 500 mg,"",Comprimé,701,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111030,Albédazole 400 mg,"",Comprimé,395,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111040,Métronidazole comprimé 250 mg,"",Comprimé,460,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111050,Mébendazole 100 mg,"",Comprimé,1016,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111060,Brufène 400 mg,"",Comprimé,848,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111070,Ibuprofène 400 mg,"",Comprimé,137,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111080,Paracetamol 500 mg,"",Comprimé,66,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111090,Efferalgan 500 mg,"",Comprimé,887,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111100,Quinine:comprimé 500 mg,"",Comprimé,1253,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111110,Amoxiciline 250 mg,"",Comprimé,212,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111120,Miconazole 400 mg,"",Comprimé,2975,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111130,Diclofénac100 mg,"",Comprimé,1415,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,127112070,Frais d'établissement d'une attestation résidence,"",Service,1660,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,61111140,Glycérine(adulte),"",Comprimé,1588,""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,813,Téléphone,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,8131,Communication téléphonique,"","","",""
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311010,Econet LEO vers LEO-Econet Heure normale,1,Minute,165,165
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311020,Econet LEO vers Opérateur Fixe,1,Minute,257,257
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311030,Econet LEO vers ONAMOB,1,Minute,220,220
12.02,Prix moyen à la consommation des ménages,ISTEEBU,81311040,Econet LEO vers LUMITEL,1,Minute,220,220
